"Department","Vote","App ID","Parent ID","Appropriation Name","Category Name","Group Type","IsMCA","Appropriation Type","Restriction Type","Functional Classification","Amount ($000)","Year","Amount Type","Periodicity","Current Scope"
"Ministry of Business, Innovation and Employment","ACC",10429,10426,"Policy Advice and Related Outputs","Ministerial Services","MCOA","No","Departmental Output Expenses",NA,"Social Security and Welfare",509,2014,"Estimated Actual","A","This output class is limited to the provision of services to Ministers to enable them to discharge their portfolio (other than policy decision-making) responsibilities."
"Ministry of Business, Innovation and Employment","ACC",581,581,"Case Management and Supporting Services","Case Management and Supporting Services","Single","No","Non-Departmental Output Expenses",NA,"Social Security and Welfare",59187,2010,"Actuals","A","To cover the cost of injury prevention, claim processing, assessment, payment services and case management on the Non-Earners' Account."
"Ministry of Business, Innovation and Employment","ACC",581,581,"Case Management and Supporting Services","Case Management and Supporting Services","Single","No","Non-Departmental Output Expenses",NA,"Social Security and Welfare",64783,2011,"Actuals","A","To cover the cost of injury prevention, claim processing, assessment, payment services and case management on the Non-Earners' Account."
"Ministry of Business, Innovation and Employment","ACC",581,581,"Case Management and Supporting Services","Case Management and Supporting Services","Single","No","Non-Departmental Output Expenses",NA,"Social Security and Welfare",67863,2012,"Actuals","A","To cover the cost of injury prevention, claim processing, assessment, payment services and case management on the Non-Earners' Account."
"Ministry of Business, Innovation and Employment","ACC",581,581,"Case Management and Supporting Services","Case Management and Supporting Services","Single","No","Non-Departmental Output Expenses",NA,"Social Security and Welfare",56639,2013,"Actuals","A","To cover the cost of injury prevention, claim processing, assessment, payment services and case management on the Non-Earners' Account."
"Ministry of Business, Innovation and Employment","ACC",581,581,"Case Management and Supporting Services","Case Management and Supporting Services","Single","No","Non-Departmental Output Expenses",NA,"Social Security and Welfare",106873,2014,"Estimated Actual","A","To cover the cost of injury prevention, claim processing, assessment, payment services and case management on the Non-Earners' Account."
"Ministry of Business, Innovation and Employment","ACC",581,581,"Case Management and Supporting Services","Case Management and Supporting Services","Single","No","Non-Departmental Output Expenses",NA,"Social Security and Welfare",111995,2015,"Main Estimates","A","To cover the cost of injury prevention, claim processing, assessment, payment services and case management on the Non-Earners' Account."
"Ministry of Business, Innovation and Employment","ACC",5055,5055,"Rehabilitation Entitlements and Services","Rehabilitation Entitlements and Services","Single","No","Non-Departmental Output Expenses",NA,"Health",692729,2010,"Actuals","A","To cover the cost of purchasing medical services, social rehabilitation and elective health care services on the Non-Earners' Account and contracted services."
"Ministry of Business, Innovation and Employment","ACC",5055,5055,"Rehabilitation Entitlements and Services","Rehabilitation Entitlements and Services","Single","No","Non-Departmental Output Expenses",NA,"Health",624392,2011,"Actuals","A","To cover the cost of purchasing medical services, social rehabilitation and elective health care services on the Non-Earners' Account and contracted services."
"Ministry of Business, Innovation and Employment","ACC",5055,5055,"Rehabilitation Entitlements and Services","Rehabilitation Entitlements and Services","Single","No","Non-Departmental Output Expenses",NA,"Health",566291,2012,"Actuals","A","To cover the cost of purchasing medical services, social rehabilitation and elective health care services on the Non-Earners' Account and contracted services."
"Ministry of Business, Innovation and Employment","ACC",5055,5055,"Rehabilitation Entitlements and Services","Rehabilitation Entitlements and Services","Single","No","Non-Departmental Output Expenses",NA,"Health",539992,2013,"Actuals","A","To cover the cost of purchasing medical services, social rehabilitation and elective health care services on the Non-Earners' Account and contracted services."
"Ministry of Business, Innovation and Employment","ACC",5055,5055,"Rehabilitation Entitlements and Services","Rehabilitation Entitlements and Services","Single","No","Non-Departmental Output Expenses",NA,"Health",507060,2014,"Estimated Actual","A","To cover the cost of purchasing medical services, social rehabilitation and elective health care services on the Non-Earners' Account and contracted services."
"Ministry of Business, Innovation and Employment","ACC",5055,5055,"Rehabilitation Entitlements and Services","Rehabilitation Entitlements and Services","Single","No","Non-Departmental Output Expenses",NA,"Health",438593,2015,"Main Estimates","A","To cover the cost of purchasing medical services, social rehabilitation and elective health care services on the Non-Earners' Account and contracted services."
"Ministry of Business, Innovation and Employment","ACC",7553,7553,"Public Health Acute Services","Public Health Acute Services","Single","No","Non-Departmental Output Expenses",NA,"Health",241103,2010,"Actuals","A","To fund public health acute services for claims on the Non-Earners' Account."
