"Department","Vote","App id","MCOA id","Description","Appropriation Type","Output Expense Type","Functional Classification","Amount ($000)","Year","Amount_Type_Desc","Periodicity"
"Ministry of Justice","Courts",8855,8855,"Impairment of Fines Receivable","Non-Departmental Other Expenses",NA,"Law & Order",68886,2008,"Actuals","A"
"Ministry of Justice","Courts",8855,8855,"Impairment of Fines Receivable","Non-Departmental Other Expenses",NA,"Law & Order",-10424,2009,"Actuals","A"
"Ministry of Justice","Courts",8855,8855,"Impairment of Fines Receivable","Non-Departmental Other Expenses",NA,"Law & Order",46499,2010,"Actuals","A"
"Ministry of Justice","Courts",8855,8855,"Impairment of Fines Receivable","Non-Departmental Other Expenses",NA,"Law & Order",72815,2011,"Estimated Actual","A"
"Ministry of Justice","Courts",8855,8855,"Impairment of Fines Receivable","Non-Departmental Other Expenses",NA,"Law & Order",62754,2012,"Main Estimates","A"
"Ministry of Justice","Courts",9005,9005,"Tribunal Members Fees and Expenses","Non-Departmental Other Expenses",NA,"Law & Order",122,2007,"Actuals","A"
"Ministry of Justice","Courts",9005,9005,"Tribunal Members Fees and Expenses","Non-Departmental Other Expenses",NA,"Law & Order",846,2008,"Actuals","A"
"Ministry of Justice","Courts",9005,9005,"Tribunal Members Fees and Expenses","Non-Departmental Other Expenses",NA,"Law & Order",1039,2009,"Actuals","A"
"Ministry of Justice","Courts",9005,9005,"Tribunal Members Fees and Expenses","Non-Departmental Other Expenses",NA,"Law & Order",1101,2010,"Actuals","A"
"Ministry of Justice","Courts",9005,9005,"Tribunal Members Fees and Expenses","Non-Departmental Other Expenses",NA,"Law & Order",2927,2011,"Estimated Actual","A"
"Ministry of Justice","Courts",9005,9005,"Tribunal Members Fees and Expenses","Non-Departmental Other Expenses",NA,"Law & Order",4698,2012,"Main Estimates","A"
"Ministry of Justice","Courts",9416,9416,"Coroners Salaries and Allowances","Non-Departmental Other Expenses","Permanent Legislative Authority","Law & Order",4215,2009,"Actuals","A"
"Ministry of Justice","Courts",9416,9416,"Coroners Salaries and Allowances","Non-Departmental Other Expenses","Permanent Legislative Authority","Law & Order",4175,2010,"Actuals","A"
"Ministry of Justice","Courts",9416,9416,"Coroners Salaries and Allowances","Non-Departmental Other Expenses","Permanent Legislative Authority","Law & Order",4406,2011,"Estimated Actual","A"
"Ministry of Justice","Courts",9416,9416,"Coroners Salaries and Allowances","Non-Departmental Other Expenses","Permanent Legislative Authority","Law & Order",4443,2012,"Main Estimates","A"
"Ministry of Justice","Treaty Negotiations",7403,7403,"Representation - Waitangi Tribunal","Departmental Output Expenses",NA,"Other",2637,2007,"Actuals","A"
"Ministry of Justice","Treaty Negotiations",7403,7403,"Representation - Waitangi Tribunal","Departmental Output Expenses",NA,"Other",1502,2008,"Actuals","A"
"Ministry of Justice","Treaty Negotiations",7403,7403,"Representation - Waitangi Tribunal","Departmental Output Expenses",NA,"Other",2148,2009,"Actuals","A"
"Ministry of Justice","Treaty Negotiations",7403,7403,"Representation - Waitangi Tribunal","Departmental Output Expenses",NA,"Other",1974,2010,"Actuals","A"
"Ministry of Justice","Treaty Negotiations",7403,7403,"Representation - Waitangi Tribunal","Departmental Output Expenses",NA,"Other",2061,2011,"Estimated Actual","A"
"Ministry of Justice","Treaty Negotiations",7403,7403,"Representation - Waitangi Tribunal","Departmental Output Expenses",NA,"Other",2972,2012,"Main Estimates","A"
"Ministry of Justice","Treaty Negotiations",7482,7482,"Policy Advice - Treaty Negotiations","Departmental Output Expenses",NA,"Other",8982,2007,"Actuals","A"
"Ministry of Justice","Treaty Negotiations",7482,7482,"Policy Advice - Treaty Negotiations","Departmental Output Expenses",NA,"Other",12604,2008,"Actuals","A"
"Ministry of Justice","Treaty Negotiations",7482,7482,"Policy Advice - Treaty Negotiations","Departmental Output Expenses",NA,"Other",15987,2009,"Actuals","A"
"Ministry of Justice","Treaty Negotiations",7482,7482,"Policy Advice - Treaty Negotiations","Departmental Output Expenses",NA,"Other",18766,2010,"Actuals","A"
"Ministry of Justice","Treaty Negotiations",7482,7482,"Policy Advice - Treaty Negotiations","Departmental Output Expenses",NA,"Other",22345,2011,"Estimated Actual","A"
"Ministry of Justice","Treaty Negotiations",7482,7482,"Policy Advice - Treaty Negotiations","Departmental Output Expenses",NA,"Other",20127,2012,"Main Estimates","A"
"Ministry of Justice","Treaty Negotiations",7483,7483,"Property Portfolio Management","Departmental Output Expenses",NA,"Other",6025,2007,"Actuals","A"
"Ministry of Justice","Treaty Negotiations",7483,7483,"Property Portfolio Management","Departmental Output Expenses",NA,"Other",6682,2008,"Actuals","A"
"Ministry of Justice","Treaty Negotiations",7483,7483,"Property Portfolio Management","Departmental Output Expenses",NA,"Other",6507,2009,"Actuals","A"
"Ministry of Justice","Treaty Negotiations",7483,7483,"Property Portfolio Management","Departmental Output Expenses",NA,"Other",6970,2010,"Actuals","A"
"Ministry of Justice","Treaty Negotiations",7483,7483,"Property Portfolio Management","Departmental Output Expenses",NA,"Other",7335,2011,"Estimated Actual","A"
"Ministry of Justice","Treaty Negotiations",7483,7483,"Property Portfolio Management","Departmental Output Expenses",NA,"Other",8898,2012,"Main Estimates","A"
"Ministry of Justice","Treaty Negotiations",7490,7490,"Historical Treaty of Waitangi Settlements 2010-2014","Non-Departmental Other Expenses",NA,"Other",48036,2007,"Actuals","M"
"Ministry of Justice","Treaty Negotiations",7490,7490,"Historical Treaty of Waitangi Settlements 2010-2014","Non-Departmental Other Expenses",NA,"Other",225708,2008,"Actuals","M"
"Ministry of Justice","Treaty Negotiations",7490,7490,"Historical Treaty of Waitangi Settlements 2010-2014","Non-Departmental Other Expenses",NA,"Other",44696,2009,"Actuals","M"
"Ministry of Justice","Treaty Negotiations",8849,8849,"Depreciation","Non-Departmental Other Expenses",NA,"Other",960,2007,"Actuals","A"
"Ministry of Justice","Treaty Negotiations",8849,8849,"Depreciation","Non-Departmental Other Expenses",NA,"Other",1500,2008,"Actuals","A"
"Ministry of Justice","Treaty Negotiations",8849,8849,"Depreciation","Non-Departmental Other Expenses",NA,"Other",2097,2009,"Actuals","A"
"Ministry of Justice","Treaty Negotiations",8849,8849,"Depreciation","Non-Departmental Other Expenses",NA,"Other",3080,2010,"Actuals","A"
"Ministry of Justice","Treaty Negotiations",8849,8849,"Depreciation","Non-Departmental Other Expenses",NA,"Other",4000,2011,"Estimated Actual","A"
"Ministry of Justice","Treaty Negotiations",8849,8849,"Depreciation","Non-Departmental Other Expenses",NA,"Other",4000,2012,"Main Estimates","A"
"Ministry of Justice","Treaty Negotiations",8869,8869,"Crown Contributions to Taranaki Whanui's (Wellington) Waitangi Tribunal Costs and Negotiation Costs","Non-Departmental Other Expenses",NA,"Other",2013,2008,"Actuals","A"
"Ministry of Justice","Treaty Negotiations",8869,8869,"Crown Contributions to Taranaki Whanui's (Wellington) Waitangi Tribunal Costs and Negotiation Costs","Non-Departmental Other Expenses",NA,"Other",1946,2009,"Actuals","A"
"Ministry of Justice","Treaty Negotiations",8876,8876,"Debt Write-offs","Non-Departmental Other Expenses",NA,"Other",123,2008,"Actuals","A"
"Ministry of Justice","Treaty Negotiations",8876,8876,"Debt Write-offs","Non-Departmental Other Expenses",NA,"Other",108,2009,"Actuals","A"
"Ministry of Justice","Treaty Negotiations",8876,8876,"Debt Write-offs","Non-Departmental Other Expenses",NA,"Other",80,2010,"Actuals","A"
"Ministry of Justice","Treaty Negotiations",8876,8876,"Debt Write-offs","Non-Departmental Other Expenses",NA,"Other",200,2011,"Estimated Actual","A"
"Ministry of Justice","Treaty Negotiations",8876,8876,"Debt Write-offs","Non-Departmental Other Expenses",NA,"Other",120,2012,"Main Estimates","A"
"Ministry of Justice","Treaty Negotiations",8992,8992,"Crown Contribution to Te Arawa (non-lakes) Waitangi Tribunal Costs","Non-Departmental Other Expenses",NA,"Other",380,2007,"Actuals","A"
"Ministry of Justice","Treaty Negotiations",9316,9316,"Crown Contribution to Guardians Establishment Committee Costs","Non-Departmental Other Expenses",NA,"Other",1635,2008,"Actuals","A"
"Ministry of Justice","Treaty Negotiations",9316,9316,"Crown Contribution to Guardians Establishment Committee Costs","Non-Departmental Other Expenses",NA,"Other",893,2009,"Actuals","A"
"Ministry of Justice","Treaty Negotiations",9316,9316,"Crown Contribution to Guardians Establishment Committee Costs","Non-Departmental Other Expenses",NA,"Other",382,2010,"Actuals","A"
"Ministry of Justice","Treaty Negotiations",9317,9317,"Crown Contribution to Te Runanga o Ngati Manawa Negotiation Costs","Non-Departmental Other Expenses",NA,"Other",290,2008,"Actuals","A"
"Ministry of Justice","Treaty Negotiations",9318,9318,"Crown Contribution to Affiliate Te Arawa Iwi and Hapu Negotiation Costs","Non-Departmental Other Expenses",NA,"Other",225,2008,"Actuals","A"
"Ministry of Justice","Treaty Negotiations",9430,9430,"Crown Contribution to the Ngati Makino Heritage Trust Negotiation Costs","Non-Departmental Other Expenses",NA,"Other",140,2009,"Actuals","A"
"Ministry of Justice","Treaty Negotiations",9431,9431,"Crown Contribution to Te Roroa to facilitate Te Roroa's purchase of the deferred selection properties","Non-Departmental Other Expenses",NA,"Other",6000,2009,"Actuals","A"
"Ministry of Justice","Treaty Negotiations",9454,9454,"Te Roroa Settlement - Adjustment to Land Value","Non-Departmental Other Expenses",NA,"Other",1490,2009,"Actuals","A"
"Ministry of Justice","Treaty Negotiations",9467,9467,"Crown Contribution to Waikato-Tainui River Negotiation Expenses","Non-Departmental Other Expenses",NA,"Other",2800,2009,"Actuals","A"
"Ministry of Justice","Treaty Negotiations",9469,9469,"Ngati Makino Heritage Trust","Non-Departmental Other Expenses",NA,"Other",1500,2009,"Actuals","A"
"Ministry of Justice","Treaty Negotiations",9470,9470,"Waitaha Raupatu Trust","Non-Departmental Other Expenses",NA,"Other",1300,2009,"Actuals","A"
"Ministry of Justice","Treaty Negotiations",9488,9488,"On-account payments for Tainui Taranaki ki te Tonga, Ngati Toa and Kurahaupo ki te Waipounamu","Non-Departmental Other Expenses",NA,"Other",6000,2009,"Actuals","A"
"Ministry of Justice","Treaty Negotiations",9489,9489,"Crown contribution to Tainui Taranaki ki te Tonga's Waitangi Tribunal costs","Non-Departmental Other Expenses",NA,"Other",3000,2009,"Actuals","A"
"Ministry of Justice","Treaty Negotiations",9490,9490,"Notional interest for on-account payments to Te Tau Ihu groups","Non-Departmental Other Expenses",NA,"Other",72,2009,"Actuals","A"
"Ministry of Justice","Treaty Negotiations",9491,9491,"Maori Authorities (FoMA) Appeal","Non-Departmental Other Expenses",NA,"Other",472,2009,"Actuals","A"
"Ministry of Justice","Treaty Negotiations",9549,9549,"Crown Payment to the Ngati Poneke Maori Association","Non-Departmental Other Expenses",NA,"Other",1738,2009,"Actuals","A"
"Ministry of Justice","Treaty Negotiations",9590,9590,"Historical Treaty of Waitangi Settlements 2009 – 2013","Non-Departmental Other Expenses",NA,"Other",23038,2010,"Actuals","M"
"Ministry of Justice","Treaty Negotiations",9590,9590,"Historical Treaty of Waitangi Settlements 2009 – 2013","Non-Departmental Other Expenses",NA,"Other",350000,2011,"Estimated Actual","M"
"Ministry of Justice","Treaty Negotiations",9590,9590,"Historical Treaty of Waitangi Settlements 2009 – 2013","Non-Departmental Other Expenses",NA,"Other",350000,2012,"Main Estimates","M"
"Ministry of Justice","Treaty Negotiations",9598,9598,"Co-management Negotiations","Non-Departmental Other Expenses",NA,"Other",1200,2010,"Actuals","A"
"Ministry of Justice","Treaty Negotiations",9599,9599,"Crown Contribution to Ngati Apa Waitangi Tribunal Mediation Costs and Negotiations Costs","Non-Departmental Other Expenses",NA,"Other",112,2010,"Actuals","A"
"Ministry of Justice","Treaty Negotiations",9600,9600,"Transfer of the Crown's 10 per cent residual interest in Central North Island Crown forest licensed land","Non-Departmental Other Expenses",NA,"Other",22560,2010,"Actuals","A"
"Ministry of Justice","Treaty Negotiations",9602,9602,"Contribution to Support Implementation of the Central North Island Forests Land Settlement","Non-Departmental Other Expenses",NA,"Other",1150,2010,"Actuals","A"
"Ministry of Justice","Treaty Negotiations",9602,9602,"Contribution to Support Implementation of the Central North Island Forests Land Settlement","Non-Departmental Other Expenses",NA,"Other",1000,2011,"Estimated Actual","A"
"Ministry of Justice","Treaty Negotiations",9766,9766,"Claimant Funding","Non-Departmental Other Expenses",NA,"Other",10000,2011,"Estimated Actual","A"
"Ministry of Justice","Treaty Negotiations",9766,9766,"Claimant Funding","Non-Departmental Other Expenses",NA,"Other",10000,2012,"Main Estimates","A"
"Ministry of Justice","Treaty Negotiations",7489,7489,"Land, Stock, Plant Purchases","Non-Departmental Capital Expenditure",NA,"No Functional Classification",1413,2007,"Actuals","A"
"Ministry of Justice","Treaty Negotiations",7489,7489,"Land, Stock, Plant Purchases","Non-Departmental Capital Expenditure",NA,"No Functional Classification",486,2008,"Actuals","A"
"Ministry of Justice","Treaty Negotiations",7489,7489,"Land, Stock, Plant Purchases","Non-Departmental Capital Expenditure",NA,"No Functional Classification",9756,2009,"Actuals","A"
"Ministry of Justice","Treaty Negotiations",7489,7489,"Land, Stock, Plant Purchases","Non-Departmental Capital Expenditure",NA,"No Functional Classification",87348,2010,"Actuals","A"
"Ministry of Justice","Treaty Negotiations",7489,7489,"Land, Stock, Plant Purchases","Non-Departmental Capital Expenditure",NA,"No Functional Classification",32060,2011,"Estimated Actual","A"
"Ministry of Justice","Treaty Negotiations",7489,7489,"Land, Stock, Plant Purchases","Non-Departmental Capital Expenditure",NA,"No Functional Classification",10330,2012,"Main Estimates","A"
"Ministry of Justice","Treaty Negotiations",8604,8604,"Advance Payment Against Notionally Accrued Interest","Non-Departmental Capital Expenditure",NA,"No Functional Classification",1200,2007,"Actuals","A"
"Ministry of Justice","Treaty Negotiations",8604,8604,"Advance Payment Against Notionally Accrued Interest","Non-Departmental Capital Expenditure",NA,"No Functional Classification",475,2008,"Actuals","A"
"Ministry of Justice","Treaty Negotiations",8604,8604,"Advance Payment Against Notionally Accrued Interest","Non-Departmental Capital Expenditure",NA,"No Functional Classification",1600,2009,"Actuals","A"
"Ministry of Agriculture and Forestry","Agriculture and Forestry",5033,5033,"Agriculture and Forestry Policy Advice","Departmental Output Expenses",NA,"Primary Services",22220,2007,"Actuals","A"
"Ministry of Agriculture and Forestry","Agriculture and Forestry",5033,5033,"Agriculture and Forestry Policy Advice","Departmental Output Expenses",NA,"Primary Services",25405,2008,"Actuals","A"
"Ministry of Agriculture and Forestry","Agriculture and Forestry",5033,5033,"Agriculture and Forestry Policy Advice","Departmental Output Expenses",NA,"Primary Services",23548,2009,"Actuals","A"
"Ministry of Agriculture and Forestry","Agriculture and Forestry",5033,5033,"Agriculture and Forestry Policy Advice","Departmental Output Expenses",NA,"Primary Services",23216,2010,"Actuals","A"
